,antecedent,consequent,confidence,lift,support,candidate
81,"['trending', 'xyzbca', 'foryoupage', 'viral']",['fyp'],0.9415305245055889,2.158433778555033,0.0008433696893703841,kamalahq
82,"['tiktok', 'trending', 'foryoupage', 'viral']",['fyp'],0.94109396914446,2.1574329869575806,0.0005168046224360984,kamalahq
83,"['trend', 'trending', 'foryou', 'viral']",['fyp'],0.9399103139013453,2.154719488677486,0.0008071702597809703,kamalahq
84,"['billie', 'foryou']",['billieeilish'],0.9391304347826087,52.78951462012521,0.0006654533439415634,kamalahq
85,"['bnha', 'fyp']",['mha'],0.9387254901960784,273.2137286768552,0.0005899736822444878,kamalahq
86,['katseyesophia'],['katseye'],0.9379746835443038,98.34705839058653,0.000570718666505438,kamalahq
87,"['fypage', 'fy', 'foryou', 'foryoupage']",['fyp'],0.9378596087456847,2.150018301448151,0.0006277135130930257,kamalahq
88,"['viralvideo', 'fypviral', 'viral']",['fyp'],0.9378357636224098,2.1499636371348965,0.0009411851693247574,kamalahq
89,"['viralvideo', 'trending', 'foryoupage', 'viral']",['fyp'],0.9367245657568238,2.1474162454727956,0.0005815014753193059,kamalahq
90,"['fy', 'edit', 'foryou', 'viral']",['fyp'],0.9366906474820144,2.1473384887265685,0.0005014006098448585,kamalahq
91,"['foryourpage', 'fypage']",['fyp'],0.936545240893067,2.1470051479744208,0.0006138499017609097,kamalahq
92,"['fy', 'xyzbca', 'viral']",['fyp'],0.93646408839779,2.1468191080293946,0.0005221960268430323,kamalahq
93,"['fy', 'edit', 'foryoupage']",['fyp'],0.936026936026936,2.145816947802967,0.0006423473250547035,kamalahq
94,"['billieeilishedits', 'foryoupage', 'fyp']",['billieeilish'],0.9356984478935698,52.596599008677764,0.0006500493313503235,kamalahq
95,"['trend', 'trending', 'foryoupage']",['fyp'],0.9351659751037344,2.1438432177004514,0.0013886717351002762,kamalahq
96,['billieeilishedits'],['billieeilish'],0.9351544235265166,52.56601882384442,0.005853524784671159,kamalahq
97,"['fypage', 'foryou', 'foryoupage', 'viral']",['fyp'],0.9345854922279793,2.1425124760895398,0.0011113995084579581,kamalahq
98,['manon'],['katseye'],0.9342222222222222,97.9536111694348,0.0008094808616696563,kamalahq
99,"['billie', 'viral']",['billieeilish'],0.9341880341880342,52.511697057428286,0.0008418292881112601,kamalahq
100,"['tiktok', 'xyzbca', 'viral']",['fyp'],0.9333333333333333,2.1396419350035343,0.0006146201023904717,kamalahq
101,"['xyzbca', 'foryou', 'foryoupage', 'viral']",['fyp'],0.9321068769163382,2.1368303161664732,0.0016389869397079246,kamalahq
102,"['katseyeedit', 'fyp']",['katseye'],0.9319371727748691,97.71402272918496,0.0006854785603101752,kamalahq
103,"['fypage', 'viralvideo', 'viral']",['fyp'],0.9318377911993098,2.136213444290475,0.0008318166799269541,kamalahq
104,"['billie', 'billieeilishedits']",['billieeilish'],0.9311989100817438,52.3436752312089,0.0010528642606112467,kamalahq
105,"['viralvideo', 'edit', 'viral']",['fyp'],0.9311408016443987,2.134615614204818,0.0006978017703831672,kamalahq
106,['katseyeedit'],['katseye'],0.9309831181727904,97.61398968425895,0.0014441261804287399,kamalahq
107,"['xyzbca', 'edit', 'foryoupage']",['fyp'],0.9301561216105176,2.1323582613194043,0.0008718671126641779,kamalahq
108,"['fy', 'foryou', 'foryoupage', 'viral']",['fyp'],0.929806181246726,2.1315560323082052,0.0013671061174725405,kamalahq
109,"['trend', 'trending', 'foryou', 'foryoupage']",['fyp'],0.9291581108829569,2.1300703481719694,0.0006970315697536052,kamalahq
110,"['billie', 'fyp']",['billieeilish'],0.9290644171779141,52.22369312842532,0.0018661961254287129,kamalahq
111,['chromakopia'],['tylerthecreator'],0.92904953145917,364.0940346555757,0.0005345192369160242,kamalahq
112,['yoonchae'],['katseye'],0.9287429943955164,97.37911172028959,0.0008934327302919137,kamalahq
113,"['fypviral', 'foryou', 'foryoupage', 'viral']",['fyp'],0.9280958721704394,2.1276351940709484,0.0010736596776094204,kamalahq
114,['katseyemegan'],['katseye'],0.9280261723009815,97.3039526081902,0.0006554407357572574,kamalahq
115,"['trend', 'edit', 'foryoupage']",['fyp'],0.9277620396600567,2.12686989188686,0.0005044814123631064,kamalahq
116,"['fypage', 'fypviral', 'foryou', 'viral']",['fyp'],0.9275549805950841,2.126395214467105,0.0005522338513959501,kamalahq
117,"['fypage', 'viralvideo', 'foryoupage']",['fyp'],0.9269282814614344,2.1249585233096187,0.0005275874312499663,kamalahq
118,"['billie', 'foryoupage']",['billieeilish'],0.9268617021276596,52.0998761866644,0.0005368298388047102,kamalahq
119,"['fy', 'trending', 'foryoupage']",['fyp'],0.926489226869455,2.123952002291667,0.0005630166602098181,kamalahq
120,"['trend', 'trending', 'foryou']",['fyp'],0.9261517615176151,2.123178371914802,0.0010528642606112467,kamalahq
121,"['funny', 'foryou', 'foryoupage']",['fyp'],0.9261204481792717,2.123106586916397,0.0020371806651914757,kamalahq
122,"['trending', 'edit', 'foryoupage', 'viral']",['fyp'],0.9256,2.121913473256362,0.0008911221284032278,kamalahq
123,"['xyzbca', 'funny', 'foryoupage']",['fyp'],0.9247943595769683,2.1200665639345915,0.0006061478954652897,kamalahq
124,"['trending', 'xyzbca', 'viral']",['fyp'],0.9238517324738115,2.1179056162785357,0.0017660700435856535,kamalahq
125,"['viralvideo', 'foryou', 'foryoupage', 'viral']",['fyp'],0.9238329238329238,2.117862497967696,0.00115838174686124,kamalahq
126,"['trending', 'funny', 'foryoupage', 'viral']",['fyp'],0.9218203033838973,2.113248618919143,0.0006084584973539757,kamalahq
127,"['trending', 'funny', 'foryou', 'viral']",['fyp'],0.9218009478672986,2.113204246910227,0.0005992160897992318,kamalahq
128,"['blowthisup', 'foryou', 'foryoupage', 'viral']",['fyp'],0.9215173315892741,2.11255406410818,0.0010852126870528505,kamalahq
129,"['fypage', 'fypviral', 'foryoupage', 'viral']",['fyp'],0.9210799584631361,2.1115513978061133,0.0006831679584214892,kamalahq
130,"['trending', 'foryou', 'foryoupage', 'viral']",['fyp'],0.9208256315465188,2.1109683600889766,0.002302129681760802,kamalahq
131,"['trend', 'xyzbca', 'viral']",['fyp'],0.9207547169811321,2.110805790326937,0.0007517158144525068,kamalahq
132,['katseyeyoonchae'],['katseye'],0.9205219454329775,96.51713111832326,0.0005976756885401078,kamalahq
133,"['blowthisup', 'trending', 'foryou', 'viral']",['fyp'],0.920410783055199,2.1100173309153685,0.0005522338513959501,kamalahq
134,"['foryourpage', 'foryoupage', 'viral']",['fyp'],0.9199507389162561,2.1089626919171884,0.0005753398702828099,kamalahq
135,"['fypage', 'fy', 'foryoupage']",['fyp'],0.9197530864197531,2.108509578806393,0.0008033192566331604,kamalahq
136,"['real', 'relatable', 'foryou', 'foryoupage']",['fyp'],0.9194499017681729,2.107814536026496,0.000720907789270027,kamalahq
137,"['tiktok', 'foryou', 'foryoupage', 'viral']",['fyp'],0.9190515126737531,2.1069012395841367,0.0008657055076276819,kamalahq
138,"['foryourpage', 'foryou', 'foryoupage']",['fyp'],0.9188224799286352,2.1063761880849117,0.0007933066484488544,kamalahq
139,"['tiktok', 'trending', 'viral']",['fyp'],0.9175946547884187,2.1035614314861344,0.0009519679781386253,kamalahq
140,['katseyemanon'],['katseye'],0.917550058892815,96.20552750660195,0.0005999862904287938,kamalahq
141,['billie'],['billieeilish'],0.9173589855706166,51.56571844239425,0.0032317618416421293,kamalahq
142,"['trend', 'trending', 'viral']",['fyp'],0.9166666666666666,2.101434043307042,0.0018638855235400269,kamalahq
143,"['tiktok', 'trending', 'foryou']",['fyp'],0.9164759725400458,2.100996882074817,0.0006169307042791577,kamalahq
144,"['trend', 'edit', 'foryou']",['fyp'],0.9163591635916359,2.1007291006558155,0.0005737994690236859,kamalahq
145,"['bangchan', 'skz']",['straykids'],0.9163179916317992,188.0375180289296,0.0005060218136222304,kamalahq
146,"['xyzbca', 'edit', 'foryou', 'viral']",['fyp'],0.9160671462829736,2.1000596587136435,0.0005884332809853639,kamalahq
147,"['edit', 'foryou', 'foryoupage', 'viral']",['fyp'],0.9156479217603912,2.099098597604323,0.0017306408146258018,kamalahq
148,"['fypage', 'fypviral', 'foryou', 'foryoupage']",['fyp'],0.9154135338345865,2.098561269495276,0.0007501754131933828,kamalahq
149,"['blowthisup', 'xyzbca', 'foryou']",['fyp'],0.9148230088495575,2.0972075066149527,0.0006369559206477695,kamalahq
150,"['trending', 'edit', 'foryoupage']",['fyp'],0.9140127388535032,2.095349984119703,0.0011052379034214622,kamalahq
151,"['blowthisup', 'xyzbca', 'viral']",['fyp'],0.9139664804469274,2.095243937948393,0.0012600482299634232,kamalahq
152,"['trending', 'edit', 'foryou', 'viral']",['fyp'],0.9136752136752136,2.0945762165922877,0.0008233444730017722,kamalahq
153,"['xyzbca', 'foryou', 'foryoupage']",['fyp'],0.9135973414566602,2.094397696594728,0.00254089187692502,kamalahq
154,"['trend', 'foryou', 'foryoupage']",['fyp'],0.913586173787806,2.094372095009803,0.0014656917980564758,kamalahq
155,"['trend', 'foryoupage', 'viral']",['fyp'],0.913312693498452,2.0937451486931975,0.0020448826714870956,kamalahq
156,['meganskiendiel'],['katseye'],0.9132720105124835,95.7569722510716,0.0005352894375455862,kamalahq
157,"['fy', 'edit', 'foryou']",['fyp'],0.9130434782608695,2.0931279798947617,0.0007763622345984905,kamalahq
158,"['fypage', 'trending', 'foryoupage', 'viral']",['fyp'],0.9126344086021505,2.092190198541762,0.0005229662274725943,kamalahq
159,"['fypage', 'foryoupage', 'viral']",['fyp'],0.9120234604105572,2.090789616001568,0.0016767267705564623,kamalahq
160,['bnha'],['mha'],0.911663216011042,265.3373208091784,0.001017435031651395,kamalahq
161,"['fy', 'foryou', 'foryoupage']",['fyp'],0.9115556725454067,2.089717224716252,0.002667204780173187,kamalahq
162,['katseyelara'],['katseye'],0.910411622276029,95.45705928556664,0.00057919087343062,kamalahq
163,"['trend', 'trending', 'edit']",['fyp'],0.9103641456582633,2.0869856809008063,0.0005006304092152965,kamalahq
164,"['fypage', 'fyppppppppppppppppppppppp', 'foryoupage']",['fyp'],0.9101123595505618,2.0864084679207817,0.0008110212629287803,kamalahq
165,"['xyzbca', 'edit', 'viral']",['fyp'],0.9099502487562189,2.0860368332203967,0.0014086969514688881,kamalahq
166,"['xyzbca', 'edit', 'foryou']",['fyp'],0.9088649544324772,2.083548824741576,0.0008449100906295081,kamalahq
167,"['real', 'relatable', 'foryou', 'viral']",['fyp'],0.9083333333333333,2.082330097458797,0.0007555668176003167,kamalahq
168,"['xyzbca', 'relatable', 'foryou', 'viral']",['fyp'],0.9078212290502793,2.0811561119597424,0.0005006304092152965,kamalahq
169,"['fypage', 'fy', 'foryou']",['fyp'],0.9077586206896552,2.0810125839520213,0.0008110212629287803,kamalahq
170,"['real', 'foryou', 'foryoupage', 'viral']",['fyp'],0.9075975359342916,2.080643301418808,0.0006808573565328033,kamalahq
171,"['fypage', 'foryou', 'foryoupage']",['fyp'],0.9075773020727149,2.0805969158273045,0.0020572058815600874,kamalahq
172,"['trend', 'fy', 'viral']",['fyp'],0.9057377049180327,2.076379688096228,0.0005106430173996025,kamalahq
173,"['squidgameedit', 'fyp']",['squidgame'],0.9057377049180327,231.2183098251065,0.0005106430173996025,kamalahq
174,"['vsp', 'edit', 'foryou']",['fyp'],0.9055555555555556,2.0759621155093813,0.0005021708104744205,kamalahq
175,"['xyzbca', 'funny', 'viral']",['fyp'],0.9051841746248295,2.0751107345666218,0.001022056235428767,kamalahq
176,['niki'],['enhypen'],0.9049429657794676,421.8831109078373,0.0005499232495072641,kamalahq
177,"['fypviral', 'trending', 'foryoupage', 'viral']",['fyp'],0.9047619047619048,2.0741426920952626,0.0005853524784671159,kamalahq
178,"['real', 'relatable', 'foryoupage', 'viral']",['fyp'],0.9044309296264118,2.073383940367394,0.0008017788553740364,kamalahq
179,"['edit', 'foryou', 'foryoupage']",['fyp'],0.9044277764335834,2.0733767117563886,0.002879009953302736,kamalahq
180,"['tiktok', 'foryou', 'foryoupage']",['fyp'],0.9037433155080213,2.0718076032215276,0.001301639063959771,kamalahq
181,"['fy', 'fypviral', 'foryou']",['fyp'],0.9034307496823379,2.0710910543485834,0.0005476126476185782,kamalahq
182,"['trending', 'relatable', 'foryou', 'viral']",['fyp'],0.9033659066232356,2.070942403353816,0.0006408069237955795,kamalahq
183,['lararaj'],['katseye'],0.9031877213695395,94.69963009614143,0.0005892034816149258,kamalahq
184,"['edits', 'edit', 'foryou']",['fyp'],0.9027911453320501,2.0696247783239192,0.0007224481905291509,kamalahq
185,"['viralvideo', 'foryoupage', 'viral']",['fyp'],0.9023008849557522,2.068500869402279,0.0019632414047535242,kamalahq
186,"['relatable', 'foryou', 'foryoupage', 'viral']",['fyp'],0.9019512195121951,2.0676992706384327,0.001424100964060128,kamalahq
187,['daniela'],['katseye'],0.9018743109151047,94.56191843193638,0.0006300241149817116,kamalahq
188,"['trending', 'xyzbca', 'foryoupage']",['fyp'],0.9009174311926605,2.06532933830944,0.001134505527344818,kamalahq
189,"['goviral', 'foryoupage', 'viral']",['fyp'],0.900523560209424,2.064426399517247,0.0007948470497079784,kamalahq
190,"['xyzbca', 'foryou', 'viral']",['fyp'],0.9003247564326755,2.063970647126995,0.0027758030689414284,kamalahq
191,"['viraltiktok', 'viralvideo', 'foryoupage']",['fyp'],0.9002375296912114,2.063770682133541,0.0005838120772079919,kamalahq
192,"['fy', 'foryoupage', 'viral']",['fyp'],0.9001814882032668,2.0636422085074275,0.0019100975613137467,kamalahq
193,"['kalogeras', 'viral']",['fyp'],0.9001297016861219,2.0635234892891225,0.0005345192369160242,kamalahq
194,"['viralvideo', 'trend', 'viral']",['fyp'],0.8998628257887518,2.0629116833661354,0.0005052516129926684,kamalahq
195,"['blowthisup', 'trending', 'foryoupage', 'viral']",['fyp'],0.8997722095671982,2.0627039480793914,0.0006084584973539757,kamalahq
196,"['foryourpage', 'foryoupage']",['fyp'],0.8994949494949495,2.062068336710657,0.0013717273212499124,kamalahq
197,"['viralvideo', 'fyppppppppppppppppppppppp', 'viral']",['fyp'],0.8994764397905759,2.0620259037038546,0.0006616023407937534,kamalahq
198,"['viralvideo', 'funny', 'viral']",['fyp'],0.898936170212766,2.0607873500129026,0.0006508195319798855,kamalahq
199,"['viralvideo', 'foryou', 'viral']",['fyp'],0.8989229494614748,2.0607570417908936,0.0016713353661495284,kamalahq
200,"['viralvideo', 'trending', 'viral']",['fyp'],0.898581560283688,2.0599744161470195,0.0009758441976550472,kamalahq
201,"['tiktok', 'trending', 'foryoupage']",['fyp'],0.8983402489626556,2.059421216337871,0.0006669937452006873,kamalahq
202,"['viralvideo', 'trending', 'foryou']",['fyp'],0.8981900452488688,2.0590768783041447,0.0006115392998722238,kamalahq
203,"['blowthisup', 'trending', 'foryou']",['fyp'],0.8981390793339863,2.058960040294782,0.000706273977308349,kamalahq
204,"['fypage', 'edit', 'viral']",['fyp'],0.8979591836734694,2.05854763425996,0.0006438877263138274,kamalahq
205,"['tiktok', 'foryoupage', 'viral']",['fyp'],0.8977215189873418,2.0580027942647012,0.0013655657162134165,kamalahq
206,"['dbdtiktok', 'deadbydaylight']",['dbd'],0.8976683937823834,587.1533646128346,0.0005337490362864623,kamalahq
207,"['capcut', 'foryoupage', 'viral']",['fyp'],0.8974093264248705,2.05728710108778,0.0006669937452006873,kamalahq
208,"['elianakalogeras', 'viral']",['fyp'],0.8973717146433041,2.057200877075184,0.0005522338513959501,kamalahq
209,"['viralvideo', 'relatable', 'viral']",['fyp'],0.8971871968962173,2.0567778750293777,0.000712435582344845,kamalahq
210,"['sundaykalogeras', 'viral']",['fyp'],0.896774193548387,2.0558310757983267,0.0005352894375455862,kamalahq
211,"['trending', 'edit', 'foryou']",['fyp'],0.8967201674808095,2.0557072224699993,0.0009897078089871631,kamalahq
212,"['foryourpage', 'foryou', 'viral']",['fyp'],0.8961937716262975,2.0545004739220785,0.0005984458891696698,kamalahq
213,"['trend', 'relatable', 'viral']",['fyp'],0.8960931005818786,2.0542696882203506,0.0008302762786678301,kamalahq
214,['squidgameedit'],['squidgame'],0.8958333333333334,228.6899044763403,0.0007948470497079784,kamalahq
215,"['slideshow', 'viral']",['fyp'],0.8953922789539228,2.052663073208781,0.0005537742526550741,kamalahq
216,"['fypage', 'fyppppppppppppppppppppppp', 'foryou']",['fyp'],0.895361380798274,2.0525922400057017,0.0006392665225364555,kamalahq
217,"['trending', 'relatable', 'foryoupage', 'viral']",['fyp'],0.8950495049504951,2.0518772728888206,0.0006962613691240432,kamalahq
218,"['viraltiktok', 'viralvideo', 'viral']",['fyp'],0.8949096880131363,2.0515567462648243,0.0008395186862225741,kamalahq
219,"['fypage', 'viralvideo', 'fypviral']",['fyp'],0.8946015424164524,2.0508503306497334,0.0005360596381751482,kamalahq
220,"['skz', 'kpop']",['straykids'],0.8945074106364429,183.56177101251205,0.0007902258459306065,kamalahq
221,"['real', 'foryou', 'foryoupage']",['fyp'],0.8944872554831061,2.050588330883436,0.00116223275000905,kamalahq
222,"['tiktok', 'foryou', 'viral']",['fyp'],0.8940568475452196,2.0496016320908717,0.0013324470891422507,kamalahq
223,"['fyppppppppppppppppppppppp', 'foryou', 'foryoupage', 'viral']",['fyp'],0.8940042826552462,2.049481128473483,0.0006431175256842654,kamalahq
224,"['vsp', 'foryou']",['fyp'],0.893796992481203,2.0490059212423075,0.0007324607987134569,kamalahq
225,"['xyzbca', 'relatable', 'foryou']",['fyp'],0.8936950146627566,2.048772139795749,0.0009388745674360715,kamalahq
226,"['fyppp', 'fyppppppppppppppppppppppp']",['fyp'],0.8935897435897436,2.0485308086503617,0.0005368298388047102,kamalahq
227,"['fy', 'trending', 'foryou']",['fyp'],0.8932806324110671,2.047822179464139,0.0005221960268430323,kamalahq
